# cpu; sm30 ray0 block=8
10 1.469900e+00 1.712163e+00 4.093000e-01 1.032521e-02
100 1.185400e+00 1.612576e-02 4.079000e-01 8.395832e-03
1000 2.399750e+01 1.393375e+00 4.094000e-01 9.112629e-03
10000 $ $ 2.071500e+00 1.118633e+00
100000 $ $ 1.675200e+01 9.423397e+00
